,pmid,flag,structure
2118,26261566,0," Introduction Main reagents and instruments Materials and methods Animals Modeling and grouping RT-PCR Western blot Immunofluorescence TUNEL detection Statistical analysis Results General information HMGB1, PLA2, TNF-α, VEGF, ICAM-1 gene expression HMGB1 and its receptors protein expression TUNEL detect retinal cells apoptosis Immunofluorescence"
2119,17093399,1, METHODS ©2006 Molecular Vision RESULTS Study population: TABLE 3. TABLE 4. TABLE 5. DISCUSSION
2120,16227644,1, Introduction Materials and Methods Animals Chemicals Preparation of diabetic animals Experimental design Biochemical estimations Statistical analysis Results 612 Discussion
2121,20058572,1, INTRODUCTION MATERIALS AND METHODS RESULTS Consultation requests Patients who defaulted DISCUSSION CONCLUSION
2122,18390460,0, Evaluation and Management of Peripheral Neuropathy in Diabetic Patients With Cancer At a Glance Peripheral Neuropathy Diabetic Peripheral Neuropathy
2123,20937162,1, Background Methods Results Postprandial plasma glucose response Postprandial insulin response The glycemic and insulinemic index Discussion Conclusions
2124,21391950,1," ARTICLE BY NYLEN AND COLLEAGUES REFERENCES RESEARCH STUDIES DEPRESSIVE SYMPTOMS, VISUAL IMPAIRMENT, AND ITS INFLUENCE ON PHYSICAL DISABILITY AND FUNCTIONAL LIMITATION METHODS RESULTS CONCLUSIONS Noran N. Hairi, MPH Department of Social and Preventive Medicine GREATER RISK OF ALZHEIMER'S DISEASE IN OLDER ADULTS WITH INSOMNIA"
2125,7556977,1, 773 Materials and methods Results Discussion
2126,27180612,1, INTRODUCTION METHODS Pharmacology of linagliptin CLINICAL PK Absorption Distribution Metabolism Elimination CLINICAL PD DPP-4 inhibition Effects on GLP-1 and blood glucose SPECIAL POPULATIONS Renal impairment Hepatic impairment DRUG INTERACTIONS PK/PD IN ASIAN VS CAUCASIAN PATIENTS COMPARISON WITH OTHER DPP-4 INHIBITORS CONCLUSIONS ACKNOWLEDGMENTS DISCLOSURE
2127,12813016,0, The problem of retinal neovascularization A role for insulin and IGF-1 in retinal neovascularization New findings beget new questions Looking forward therapeutically
2128,29205155,1, Introduction Results Hedgehog inhibits adipogenesis via Gli2 Wnt6 is induced by Hh-Gli2 signaling Inhibition of Wnt secretion relieves Hh anti-adipogenic function in vitro Hedgehog signaling reduces glucose contribution to lipid in adipocytes Discussion Materials and methods Mouse studies RT-qPCR Lipid extraction and metabolic measurements
2129,26352401,1, * S Supporting Information ■ MATERIALS AND METHODS Analytical Chemistry Analytical Chemistry Analytical Chemistry ■ CONCLUSIONS Analytical Chemistry S-7 S-8
2130,26431063,0," Introduction Insulin receptor gene and alternative splicing Insulin receptor isoforms structure and tissue distribution Insulin receptor isoforms signalling in physiology and disease Insulin receptors and diabetes Insulin signalling in the human placenta Placental defective insulin signalling in gestational diabetes mellitus Concluding remarks, perspectives and open questions Conflict of interest"
2131,6479489,0, Subjects and methods Subjects Total IgA and secretory IgA concentrations in serum Detection of circulating immune complexes containing IgA Size distribution of lgA in serum Results Total serum IgA Serum secretory IgA IgA/secretory component-circulating immune complexes Size distribution of serum lgA Relationship between total serum IgA and secretory lgA Clinical study Discussion
2132,24365186,0, INTRODUCTION AD BACKGROUND T2DM BACKGROUND EPIDEMIOLOGICAL LINKAGE BETWEEN AD AND T2DM HUMANIN INSULIN RESISTANCE (IR) OXIDATIVE STRESS ApoE A-BETA PEPTIDE INFLAMMATION AGEs (ADVANCED GLYCATION END-PRODUCTS) SIMILARITIES IN THE MANAGEMENT APPROACH OF TREATMENT FOR T2DM AND AD PREVENTION CONCLUSIONS LIST OF ABBREVIATIONS AD CONFLICTS OF INTEREST
2133,22920806,0, Introduction Future Directions Behavioral Focus Theoretical Framework Behavioral Procedures Data Collection Behavioral Maintenance Privacy Conclusion
2134,26157727,1, Introduction Methods Results Discussion Conclusion
2135,23107254,0," Summary Introduction Physical and functional phenotyping ., Giordano A. & Cinti S. University of Ancona, Italy Lewis Landsberg Landsberg L. Northwestern University, Chicago, USA Abdul Dulloo Dulloo A.G., Jacquet J., Montani J-P. & Schutz Y. University of Fribourg, CH Portal theory vs. ectopic fat theory Mechanisms of ectopic lipotoxicity Metabolic inflammation and thermogenesis Thrifty metabolic traits Conflict of Interest Statement"
2136,3137588,1," Introduction Results Keratinocytes and endothelial cells express and secrete defensins when stimulated with sNAG sNAG-dependent defensin expression requires Akt1 sNAG treatment of cutaneous wounds increase defensin expression in vivo sNAG is an effective antimicrobial against S. aureus Application of defensin peptide mimics the sNAG antibacterial effect Antibodies directed against b-defensin 3 block the antibacterial effect of sNAG Discussion Materials and Methods Statistical analysis Lentiviral infection RT-PCR Ethics statement Excisional wound healing model Hematoxylin and eosin staining (H&E) Bacterial inoculation, tissue gram staining, colony forming unit quantitation b-defensin 3 peptide application b-defensin 3 antibody blockade Immunofluoresence, microscopy Western blot analysis"
2137,8505298,1, Immunological Analysis of GLUT4-enriched Vesicles EXPERIMENTAL PROCEDURES RESULTS sociuted Proteins DISCUSSION
2138,27015529,1, Introduction Materials and Methods Publication bias Results Biopsy-proven acute rejection Patient death Allograft loss Type 2 diabetes mellitus after transplant Delayed graft function Discussion Anshuman Sood et al/Experimental and Clinical Transplantation (2016) 2: 121-128
2139,21820852,0," Eight-year study of incidence, risk factors, and data validity by the Swedish National Cataract Register EyeWorld journal club Visit us at AAO Booth 2746 EW RESIDENTS 92 Contact information"
2140,21469567,1, Introduction Methods Sample Data collection Statistical analysis Results Patients' background characteristics Relationship between DM and macrovascular complications Discussion ‫املتوسط‬ ‫لرشق‬ ‫الصحية‬ ‫املجلة‬ ‫عرش‬ ‫السادس‬ ‫املجلد‬ ‫الثامن‬ ‫العدد‬ Conclusions
2141,12397049,1, Materials and Methods Measurement Outcome Statistical Analyses Results Discussion
2142,25853448,0," Introduction ▼ ▼ Drugs and chemicals Animals Experimental design Measurement of hemodynamic parameters Measurement of biochemical parameters in serum Biochemical estimations in pancreatic tissue Histopathological examination Statistical analysis Results ▼ Assessment of mortality, body weight and body mass index Assessment of hemodynamic parameters Assessment of serum glucose Assessment of serum high density lipoproteincholesterol (HDL-C) and insulin Assessment of serum total cholesterol and triglycerides Assessment of myocardial TBARS and antioxidant enzymes Histopathological analysis Discussion ▼ Groups Conclusion ▼ Conflict of Interest"
2143,23760114,1, PATIENTS AND METHODS Study population Laboratory analysis Statistical analysis RESULTS DISCUSSION Conflict-of-interest issues regarding the authorship or article: None declared
2144,24598600,1, Introduction Methods Results Discussion
2145,28132967,0," Introduction Cadmium -from soils to dinner plate Cadmium -from dinner plate to kidney cell toxicity Cadmium -Assessment of exposure Total diet study (TDS) Urinary cadmium levels as a measure of long-term exposure Cadmium -Assessment of kidney toxicity Tubular injury and functional impairment Cadmium -chronic kidney disease Diabetes, Son et al. (2015), n719 Risk Impaired glucose reabsorption Cadmium and diabetic risk Cadmium and hypertension Kidney CYP4 enzymes, 20-HETE and hypertension Cadmium and the pathogenesis of hypertension in humans Cadmium exposure and mortality Cadmium -Mechanisms of toxicity Population/Study synopsis Risk estimates Study synopsis Findings Cadmium -Reduction of exposure and mitigation of toxicity outcomes Minimization of food-chain transfer Minimization of gastrointestinal absorption Modulation of cadmium toxicity by a stress response mechanism HO-1 induction by therapeutic drugs and plant antioxidants: HO-1 expression in various types of human cells is Conclusions"
2146,24890528,0, Methods Trial design Trial population Randomization Trial drug administration Monitoring for and approach to potential problems Patient follow-up Trial outcomes Outcome adjudication Statistical considerations Data analysis Trial organization Current status of the trial and funding Discussion Disclosures
2147,25277671,1, Background Subjects and methods Data sources and searches Study selection Data collection process and quality European Journal of Endocrinology Data synthesis and analysis Results Study selection European Journal of Endocrinology 172:3 R106 Study characteristics Risk of bias in included studies Efficacy data: PDE5i vs placebo Discussion European Journal of Endocrinology 172:3 R108 Figure 3 European Journal of Endocrinology Review 172:3 R109 European Journal of Endocrinology Review 172:3 R110 Conclusions Declaration of interest
2148,22570814,1, INTRODUCTION MATERIALS AND METHODS Data collection Definitions Coronary angiography Statistical analysis RESULTS Clinical characteristics and laboratory findings Etiologic factors related to AMI in Group II Etiologic factors tended to elevate cardiac biomarkers without ischemic injury in Group II Medications at hospital discharge Major adverse cardiac events and all-cause mortality FIG. 1. DISCUSSION
2149,16565256,0, Development of DN Factors that Affect Progression of DN Role of Hypertension in Onset and Progression of DN Role of Antihypertensive Therapy Role of ACE Inhibitors Role of Angiotensin Receptor Antagonists Role of Calcium Channel Blockers Role of Combined Therapy with ACE Inhibitors and CCB Preventing Nephropathy in People with Diabetes: BENEDICT
2150,10654481,0, introdução métodos Conclusões Agradecimentos Potencial Conflito de Interesses Fontes de Financiamento Vinculação Acadêmica
2151,7775869,1, M E T H O D S Subjects Laboratory measurements Statistical analyses 8.8 8.2 7.8 7.2 nm RESULTS Distribution of protein and mean particle size in HDL subfractions Correlations between HDL subfractions and other lipoprotein variables Serum triglyceride concentration as a determinant of HDL subfraction distribution Multivariate analyses HDL composition DISCUSSION
2152,4401673,1," Introduction Materials and Methods Obese Mouse Model Establishment Serum Lipid and Sex Hormone Measurements Assessment of Sperm function parameters Histological Analysis BTB Integrity Assay Mating Assay Preparation of Protein Specimens and Western Blotting Statistical Analysis Results Body Weight of Experimental Animals Effect of HFD on Serum Lipids and Sex Hormones Alteration of Sperm Function Parameters and Morphology in Obese Mice Effects of HFD on Sperm Fertility in Vivo Alteration of Testicular Morphology and BTB Integrity in Obese Mice Changes in Androgen Receptor, Clathrin and Tight Junction-associated Proteins after HFD exposure Discussion Supporting Information"
2153,20183546,1, Introduction Methods Procedures Results Sample Reliability and implications for missing values Construct and content validity Total score Subscales Additional aspects described Discussion Conclusion
2154,7758880,1, 327 Subjects and methods Statistical analysis Results NIDDM Discussion NIDDM 333
2155,11285672,0, Cataract genetics N. Venkatesh Prajna 1 & G. Venkataswamy 2
2156,27511481,1, Introduction Materials and methods Patients Laboratory methods Statistical analysis Results Discussion
2157,25299316,0, Introduction Methods Subjects Ethics statement Ethics statement Clinical and biochemical assessment Statistical analysis Results Clinical characteristics of the participants Correlations between TB concentration and various parameters Comparison of cardiometabolic risk parameters and PWV based on TB levels Association between serum TB levels and the risk of high PWV Discussion Pathogenesis Gender differences Clinical implications Limitations Conclusion
2158,17591605,0, 331 Connecting for health Making IT work for people with renal disease Integrating clinical records and calculating GFR Use of feedback to improve the quality of care TABLE 4 Aims of the renal services information strategy 333 Improving patient information: Renal Patient View Sharing of information: Do Once and Share Conclusion Declaration
2159,28400361,0," Susceptibility to diabetes, cardiovascular diseases, and chronic kidney disease KEY MESSAGES Effects of poor and inconsistent treatment HEALTH IN SOUTH ASIA Recommendations HEALTH IN SOUTH ASIA Investment in surveillance and research Conclusion"
2160,22683276,1, Introduction Materials and Methods Design Screening of subjects Baseline assessment Questionnaires Psychophysical assessment Randomization and blinding Treatment period Drug application Statistical Analysis Results Efficacy Pharmacokinetics Safety Discussion Other sensory and skin biopsy data Mechanism of action Conclusions Summary CONSORT (Consolidated Standards of Reporting Trials) diagram
